Reactant,product,5p dft,5p catscore,accuracy,10p dft,10p catscore,accuracy,20p dft,20p catscore,accuracy,50p dft,50p catscore,accuracy,100p dft,100p catscore,accuracy,1layer,1layer catscore,accuracy,2layer,2layer catscore,accuracy,3layer,3layer catscore,accuracy,4layer,4layer catscore,accuracy,5layer,5layer catscore,accuracy,base dft,base catscore,accuracy,large dft,large catscore,accuracy,target dft,f_theta,accuracy
O=C(/C=C1/CCc2ccccc2N1)c1ccccc1,O=C(C[C@H]1CCc2ccccc2N1)c1ccccc1,0.0001293945506,0.8678335913,1,0.9730552179,0.8516529171,1,0.9527215755,0.8565396364,1,0.9577110847,0.8565396364,1,0.9577110847,0.8757454825,1,0.9577110847,0.8757456652,1,0.9577110847,0.8757454825,1,0.9577110847,0.8757454825,1,0.9577110847,0.8757454825,1,0.9577110847,0.8757454825,1,0.9577110847,0.8757454825,1,0.9577110847,0.8757454825,1,0.9577110847,0.8757463046,1
C/C=C(\C)c1ccccc1,CC[C@@H](C)c1ccccc1,0.9874039138,0.7635750288,1,0.9958983231,0.971213929,1,0.9899184547,0.9654645796,1,0.9949649331,0.6798065214,1,0.9890865824,0.984448762,1,0.9794607008,0.9934150167,1,0.9890865824,0.984448762,1,0.9890865824,0.9934150167,1,0.9890865824,0.9934150167,1,0.9890865824,0.984448762,1,0.9890865824,0.984448762,1,0.9794607008,0.9674958562,1,0.9996160598,0.9731566061,1
C=C(CC(=O)OC)C(=O)O,COC(=O)C[C@@H](C)C(=O)O,0.9999995276,0.1826134268,0,0.9973150517,0.6171878073,1,0.9999946731,0.6171878073,1,0.9973150517,0.6131617733,1,0.9999930021,0.6131617733,1,0.9999930021,0.6131631073,1,0.9999930021,0.6131617733,1,0.9999930021,0.6131617733,1,0.9999930021,0.6131617733,1,0.9999930021,0.6131617733,1,0.9973150517,0.6171878073,1,1,0.9612119273,1,1,0.8099537014,1
C/C(=C\c1ccccc1[N+](=O)[O-])C(=O)O,C[C@@H](Cc1ccccc1[N+](=O)[O-])C(=O)O,not_found,0.9458549462,1,not_found,0.9829817891,1,not_found,0.9812246936,1,not_found,0.9696478052,1,not_found,0.9355503924,1,not_found,0.0669135807,0,not_found,0.9716291333,1,not_found,0.9716291333,1,not_found,0.9617489241,1,not_found,0.0665109198,0,not_found,0.0665109198,0,not_found,0.9546090465,1,not_found,0.9341167689,1
O=C(C1=C(c2cc(OCc3ccccc3)ccc2OCc2ccccc2)CCC1)c1ccc(OCc2ccccc2)cc1,O=C(c1ccc(OCc2ccccc2)cc1)[C@@H]1CCC[C@H]1c1cc(OCc2ccccc2)ccc1OCc1ccccc1,not_found,0.6786986865,1,not_found,0.7200109945,1,not_found,0.7389198781,1,not_found,0.6873191434,1,not_found,0.6957188868,1,not_found,0.6957188868,1,not_found,0.6957188868,1,not_found,0.6957188868,1,not_found,0.6976645893,1,not_found,0.6957188868,1,not_found,0.6957188868,1,not_found,0.6957188868,1,not_found,0.6957188868,1
O=C(O)C1C=CCO1,O=C(O)[C@@H]1CCCO1,not_found,1.95E-15,0.00E+00,not_found,1.06E-15,0.00E+00,not_found,3.01E-18,0.00E+00,not_found,1.22E-16,0.00E+00,not_found,1.44E-17,0.00E+00,not_found,1.22E-16,0.00E+00,not_found,3.73E-14,0.00E+00,not_found,2.37E-17,0.00E+00,not_found,2.76E-17,0.00E+00,not_found,2.06E-17,0.00E+00,not_found,1.22E-16,0.00E+00,not_found,2.37E-17,0.00E+00,not_found,0,0
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,not_found,0.9448047827,1,not_found,0.9829490322,1,not_found,0.9745550145,1,not_found,0.9448047827,1,not_found,0.9448047827,1,not_found,0.9448047827,1,not_found,0.9448047827,1,not_found,0.9448047827,1,not_found,0.9448047827,1,not_found,0.9448047827,1,not_found,0.9448047827,1,not_found,0.9829490322,1,not_found,0.9448046771,1
COC(=O)/C(=C/c1ccco1)NC(=O)OCc1ccccc1,COC(=O)[C@@H](Cc1ccco1)NC(=O)OCc1ccccc1,not_found,0.9523453037,1,not_found,0.9960046294,1,not_found,0.9962935048,1,not_found,0.9523453037,1,not_found,0.9883737785,1,not_found,0.9896476725,1,not_found,0.9896476725,1,not_found,0.9896476725,1,not_found,0.9896476725,1,not_found,0.9661448746,1,not_found,0.9661448746,1,not_found,0.9960046294,1,not_found,0.9661448746,1
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.9304307959,0.05519187569,0,0.9820369612,0.01704844501,0,0.9763824266,0.02544402281,0,0.842129955,0.05519187569,0,0.9954076629,0.9903885584,1,0.917814119,0.9582975209,1,0.9176389388,0.9582974102,1,0.917814119,0.9582974102,1,0.917814119,0.9656420395,1,0.9502062807,0.9582974102,1,0.917814119,0.9582974102,1,0.9806494485,0.9894652241,1,0.9769706131,0.772361734,1
CC(=O)N/C(=C\c1ccccc1)C(=O)O,CC(=O)N[C@H](Cc1ccccc1)C(=O)O,0.9472695886,0.9428537971,1,0.9799828558,0.98771777,1,0.8547875247,0.9428537971,1,0.8373234331,0.9831266771,1,0.9046949325,0.7652030415,1,0.9384051373,0.9428537971,1,0.9829893493,0.8787450661,1,0.9384051373,0.9428537971,1,0.9792937984,0.9428537971,1,0.9829893493,0.9831266771,1,0.9384051373,0.9428537971,1,0.9799828558,0.98771777,1,0.8205845322,0.176715571,0
C=C(C[Si](C)(C)C)c1ccccc1,C[C@@H](C[Si](C)(C)C)c1ccccc1,not_found,0.07052057975,0,not_found,0.3190518737,0,not_found,0.9198240411,1,not_found,0.4725061952,0,not_found,0.8287426283,1,not_found,0.8287423814,1,not_found,0.3254417767,0,not_found,0.8287426283,1,not_found,0.8804275535,1,not_found,0.05655572796,0,not_found,0.5252853345,1,not_found,0.8287426283,1,not_found,0.8287426283,1
O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,0.9447093977,0.9512936822,1,1,0.9735893608,1,0.9996156797,0.9620261003,1,0.9904876949,0.972031595,1,0.9904876949,0.972031595,1,0.9904876949,0.9720317073,1,0.9904876949,0.972031595,1,0.9904876949,0.972031595,1,0.9904876949,0.972031595,1,0.9904876949,0.972031595,1,9.90E-01,9.72E-01,1.00E+00,0.9904876949,0.972031595,1,0.9904876949,0.9720317073,1
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,not_found,0.1621794079,0,not_found,0.9750201018,1,not_found,0.1621794079,0,not_found,0.1621794079,0,not_found,0.911822213,1,not_found,0.91182241,1,not_found,0.911822213,1,not_found,0.911822213,1,not_found,0.911822213,1,not_found,0.911822213,1,not_found,0.911822213,1,not_found,0.8149841165,1,not_found,0.969000688,1
C=C(CC)c1ccccc1,CC[C@H](C)c1ccccc1,0.9944987635,0.5683436842,1,0.9812508695,0.9252171372,1,0.858679806,0.8318253057,1,0.8972483269,0.08416783433,0,0.8619442536,0.9366456706,1,0.9934792436,0.8318250578,1,0.9934792436,0.9842466252,1,0.9934792436,0.9842466252,1,0.9934792436,0.8318253057,1,0.9934792436,0.8318253057,1,0.9934792436,0.8318253057,1,0.9812508695,0.9252171372,1,0.9770749454,0.5710725174,1
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,0.9791355977,0.8377905823,1,0.711125003,0.02497875312,0,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377903326,1,0.9871196405,0.8978514373,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.8915464529,0.8978514373,1,0.9871196405,0.8377905823,1,0.9653269829,0.8963174922,1
C=C(CC(=O)C(C)(C)C)C(=O)O,C[C@H](CC(=O)C(C)(C)C)C(=O)O,not_found,0.03186899477,0,not_found,0.7492206544,1,not_found,0.03186899477,0,not_found,0.9845944668,1,not_found,0.01710958942,0,not_found,0.0254257091,0,not_found,0.01710958942,0,not_found,0.9628299658,1,not_found,0.01710958942,0,not_found,0.01636927735,0,not_found,0.01710958942,0,not_found,0.01710958942,0,not_found,0.9880111627,1
CCOC(=O)C(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.5670106231,5.93E-14,0.00E+00,0.5922366864,5.16E-05,0.00E+00,0.7407213174,0.08038120695,0,0.6568273392,5.93E-14,0.00E+00,0.6714163649,1.76E-05,0.00E+00,0.6652648474,0.5984738657,1,0.6595983448,0.6836288883,1,0.6595983448,0.6836288883,1,0.5473711839,0.5984847457,1,0.5473711839,0.5975664567,1,0.548124662,3.05E-10,0.00E+00,0.5841707219,0.6836288883,1,0.6330896277,0.598484282,1
C=C(CC(=O)c1ccc(Cl)cc1)C(=O)O,C[C@H](CC(=O)c1ccc(Cl)cc1)C(=O)O,not_found,0.02099652036,0,not_found,0.9773133641,1,not_found,0.9799674956,1,not_found,0.02099652036,0,not_found,0.01168260726,0,not_found,0.02259773615,0,not_found,0.01168260726,0,not_found,0.9913436258,1,not_found,0.01168260726,0,not_found,0.9913436258,1,not_found,0.02259773615,0,not_found,0.9913436258,1,not_found,0.9913436258,1
COC(=O)/C(=C/c1ccc(F)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(F)cc1)NC(C)=O,0.9783376194,0.9739986286,1,0.9935490116,0.9971904039,1,0.99265827,0.963654983,1,0.99265827,0.9739986286,1,0.992097075,0.9918848217,1,0.9817354801,0.4831467056,0,0.992097075,0.9816496996,1,0.9817354801,0.9918848217,1,0.994792332,0.9739986286,1,0.994792332,0.9739986286,1,0.992097075,0.9918848217,1,0.9951263612,0.9950030453,1,0.9912006696,0.9891213961,1
C/C=C(\Oc1ccccc1)C(=O)O,CC[C@H](Oc1ccccc1)C(=O)O,0.9363237757,0.6861483712,1,0.9592719875,0.91724858,1,0.8844475532,0.9632026476,1,0.9392847525,0.861318992,1,0.9715836374,0.861318992,1,0.9392847525,0.8153818392,1,0.9715836374,0.8153818392,1,0.9715836374,0.8153818392,1,0.9715836374,0.8153818392,1,0.9392847525,0.8153818392,1,0.9392847525,0.8153818392,1,0.9392847525,0.8153818392,1,0.9744960459,0.9574854975,1
CCOC(=O)/C=C(/B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,0.7968888509,0.6453962192,1,1.71E-08,0.7121395331,1,0.9696828487,0.7793953154,1,0.9736925502,0.7793953154,1,0.9696828487,0.7793953154,1,0.9696828487,0.7793956057,1,0.9696828487,0.7793953154,1,0.9696828487,0.7793953154,1,0.9696828487,0.7793953154,1,0.9696828487,0.7793953154,1,0.9696828487,0.7793953154,1,0.9696828487,0.7793953154,1,0.9696828487,0.7793949437,1
CCOC(=O)/C=C(\NC(C)=O)c1ccc(Cl)cc1,CCOC(=O)C[C@@H](NC(C)=O)c1ccc(Cl)cc1,not_found,0.06525873385,0,not_found,0.9699099884,1,not_found,0.0893199472,0,not_found,0.08182250793,0,not_found,0.9900252855,1,not_found,0.9900254026,1,not_found,0.9900252855,1,not_found,0.9900252855,1,not_found,0.4638205172,0,not_found,0.9900252855,1,not_found,0.9900252855,1,not_found,0.9800738598,1,not_found,0.9900254026,1
CC(=O)N/C(=C\C(C)C)c1ccccc1,CC(=O)N[C@H](CC(C)C)c1ccccc1,not_found,0.6645056222,1,not_found,0.9899609038,1,not_found,0.6645056222,1,not_found,0.6645056222,1,not_found,0.9821618472,1,not_found,0.9899607868,1,not_found,0.9899609038,1,not_found,0.9403108415,1,not_found,0.9821618472,1,not_found,0.9899609038,1,not_found,0.8475354317,1,not_found,0.9736250085,1,not_found,0.9899607868,1
COc1ccc2c(c1)CCC=C2C,COc1ccc2c(c1)CCC[C@H]2C,0.8879128915,0.1573837912,0,0.9706971187,0.2107706585,0,0.8944796891,0.1214873998,0,0.8516879036,0.4614870145,0,0.8099432897,0.8221136786,1,0.8099432897,0.5832202296,1,0.5479492575,0.4805578339,0,0.8934394589,0.5945097868,1,0.5479492575,0.9731912536,1,0.8099432897,0.4805578339,0,0.9610340285,0.4877612454,0,0.9335088215,0.05636466044,0,0.8768211204,0.5630893396,1
C=C1C(=O)NCCc2cc(OC)c(OC)cc21,COc1cc2c(cc1OC)[C@@H](C)C(=O)NCC2,0.3578927552,0.5500598804,1,0.9131543756,0.7033989102,1,0.6831782545,0.6945113282,1,0.8713543457,0.5500598804,1,0.835685715,0.8773887303,1,0.5877413549,0.8773889133,1,0.835685715,0.7692507341,1,0.835685715,0.5995980118,1,0.5877413549,0.8773887303,1,0.5877413549,0.7699615681,1,0.6416403978,0.5995980118,1,0.6447745382,0.7328408306,1,0.5912410587,0.4158659559,0
C/C=C(\C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,0.944415173,0.1917706478,0,0.9144613637,0.05263977602,0,0.9246178858,0.9219235266,1,0.9457574437,0.3166334175,0,0.9457574437,0.9194192007,1,0.9457574437,0.9226770605,1,0.8863756778,0.9219235266,1,0.8863756778,0.9219235266,1,0.8863756778,0.8121631254,1,0.8863756778,0.9226771636,1,0.8965101079,0.9226771636,1,0.9457574437,0.9194192007,1,0.9650694273,0.08809240375,0
C=C(CC)c1ccc(C(F)(F)F)cc1,CC[C@@H](C)c1ccc(C(F)(F)F)cc1,not_found,0.1448851103,0,not_found,0.6621962425,1,not_found,0.1026160367,0,not_found,0.5935607308,1,not_found,0.05582645906,0,not_found,0.7088000946,1,not_found,0.5935607308,1,not_found,0.5935607308,1,not_found,0.7088008762,1,not_found,0.5935607308,1,not_found,0.8760889507,1,not_found,0.1697535334,0,not_found,0.7088008762,1
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.9304307959,0.05519187569,0,0.9820369612,0.01704844501,0,0.9763824266,0.02544402281,0,0.842129955,0.05519187569,0,0.9954076629,0.9903885584,1,0.917814119,0.9582974102,1,0.9176389388,0.9582974102,1,0.917814119,0.9582974102,1,0.917814119,0.9656420395,1,0.9502062807,0.9582974102,1,0.917814119,0.9582974102,1,0.9806494485,0.9894652241,1,0.9502062807,0.965642151,1
COC(=O)/C=C(/C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,0.9157410799,0.8696024476,1,0.1765794189,0.8696024476,1,0.9734981192,0.9438117578,1,0.9996441999,0.8696024476,1,0.9996441999,0.9438117578,1,0.8948045657,0.9438115433,1,0.9734981192,0.07264682063,0,0.534276948,0.4155062213,0,0.9915036385,0.9438117578,1,0.9734981192,0.8141585586,1,0.8340864851,0.07264682063,0,0.9734981192,0.8141585586,1,0.9734981192,0.8141579278,1
C/C(=C\c1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,0.9423860057,0.1102020997,0,0.9520269211,0.8483990183,1,0.9504024458,0.02958891553,0,0.9567971668,0.8446399401,1,0.957802827,0.9555786446,1,0.957802827,0.9555785342,1,0.957802827,0.9483469837,1,0.957802827,0.9555786446,1,0.957802827,0.8687205401,1,0.957802827,0.8573561322,1,0.9581766944,0.8687205401,1,0.9329560738,0.03295747001,0,0.9416125513,0.6379916533,1
CC(C)(C)OC(=O)N1CCCC/C(=C\c2ccccc2)C1=O,CC(C)(C)OC(=O)N1CCCC[C@H](Cc2ccccc2)C1=O,not_found,0.09190166933,0,not_found,0.01772849927,0,not_found,0.03902452117,0,not_found,0.04028753852,0,not_found,0.0271180396,0,not_found,0.0402876826,0,not_found,0.04028753852,0,not_found,0.04028753852,0,not_found,0.04602426239,0,not_found,0.04028753852,0,not_found,0.04028753852,0,not_found,0.04028753852,0,not_found,0.04028760576,0
C=C(CCCCCC)B1OC(C)(C)C(C)(C)O1,CCCCCC[C@@H](C)B1OC(C)(C)C(C)(C)O1,0.7257047793,0.48622186,0,0.6866363719,0.5018656992,1,0.6297137518,0.4525524967,0,0.8218233328,0.6685463094,1,0.8218233328,0.9615068294,1,0.8218233328,0.9615068294,1,0.8218233328,0.9615068294,1,0.8218233328,0.9615068294,1,0.8218233328,0.9615068294,1,0.8218233328,0.9615068294,1,0.8218233328,0.9615068294,1,0.8218233328,0.9615068294,1,0.7338758973,0.6152349616,1
C=C(CC)c1ccccc1,CC[C@H](C)c1ccccc1,0.9944987635,0.5683436842,1,0.9812508695,0.9252171372,1,0.858679806,0.8318253057,1,0.8972483269,0.08416783433,0,0.8619442536,0.9366456706,1,0.9934792436,0.8318250578,1,0.9934792436,0.9842466252,1,0.9934792436,0.9842466252,1,0.9934792436,0.8318253057,1,0.9934792436,0.8318253057,1,0.9934792436,0.8318253057,1,0.9812508695,0.9252171372,1,0.9812508695,0.9252171372,1
O=C1CCC/C1=C\c1ccccc1,O=C1CCC[C@H]1Cc1ccccc1,0.9115901468,0.9654185797,1,0.9004640259,0.9540276824,1,0.6716148149,0.9471807598,1,0.9829929604,0.9309164254,1,0.9829929604,0.9654185797,1,0.9829929604,0.9654185797,1,0.9829929604,0.9654185797,1,0.9829929604,0.9654185797,1,0.9829929604,0.9654185797,1,0.9829929604,0.9654185797,1,0.9829929604,0.9654185797,1,0.9829929604,0.9654185797,1,0.9829929604,0.9654185797,1
COc1ccc2c(c1)C=C(NC(C)=O)CC2,COc1ccc2c(c1)C[C@@H](NC(C)=O)CC2,0.9579173313,0.7352489214,1,0.7172407374,0.4079870279,0,0.9753167448,0.7352489214,1,0.9753167448,0.9231840551,1,0.9753167448,0.9597257698,1,0.9753167448,0.9597257698,1,0.9753167448,0.9597257698,1,0.9753167448,0.9597257698,1,0.9753167448,0.9597257698,1,0.9753167448,0.9597257698,1,0.9753167448,0.9597257698,1,0.9753167448,0.9597257698,1,0.9753167448,0.9597259879,1
COC(=O)/C(C)=C/[C@@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,COC(=O)[C@H](C)C[C@@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,not_found,0.002573598854,0,not_found,1.12E-04,0.00E+00,not_found,0.01859391358,0,not_found,0.02520617067,0,not_found,0.0009760997238,0,not_found,0.0009760960002,0,not_found,0.003294982433,0,not_found,0.0005957509842,0,not_found,0.0009760997238,0,not_found,0.0009760997238,0,not_found,0.02276782766,0,not_found,0.0009760997238,0,not_found,0.000976097862,0
O=C1C=C(c2ccccc2)C(=O)N1,O=C1C[C@@H](c2ccccc2)C(=O)N1,not_found,0.3984882985,0,not_found,0.6167378058,1,not_found,0.06282473186,0,not_found,0.590621459,1,not_found,0.5816610927,1,not_found,0.5906218463,1,not_found,0.5816610927,1,not_found,0.3268231885,0,not_found,0.5816610927,1,not_found,0.590621459,1,not_found,0.1245655824,0,not_found,0.5816610927,1,not_found,0.6146531053,1
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,0.9610425263,0.7757678327,1,0.966737744,0.7757678327,1,0.966737744,0.8595722238,1,0.9557044518,0.7757678327,1,0.966737744,0.7757678327,1,0.9662628102,0.7313288338,1,0.9662628102,0.6693938253,1,0.966737744,0.9168159373,1,0.9662628102,0.7757678327,1,0.922548585,0.8583133927,1,0.9510457697,0.8033209427,1,0.9246660182,0.4218149515,0,0.9598047396,0.6615278995,1
CC(=O)NC1=CCCc2ccccc21,CC(=O)N[C@H]1CCCc2ccccc21,0.7574640962,0.5429302946,1,0.7991215212,0.7023015615,1,0.7619772209,0.5429302946,1,0.823873551,0.4098784207,0,0.7925766297,0.958348533,1,0.8121388292,0.5429302946,1,0.7925766297,0.9684923365,1,0.7925766297,0.958348533,1,0.7925766297,0.958348533,1,0.7925766297,0.958348533,1,0.7925766297,0.958348533,1,0.7925766297,0.958348533,1,0.7925766297,0.958348533,1
C=C(C(=O)O)c1ccc(OC)cc1,COc1ccc([C@@H](C)C(=O)O)cc1,not_found,0.3237233358,0,not_found,0.05448688305,0,not_found,0.02401507491,0,not_found,0.9898020477,1,not_found,0.9898020477,1,not_found,0.009265804251,0,not_found,0.9898020477,1,not_found,0.9898020477,1,not_found,0.9898020477,1,not_found,0.9898020477,1,not_found,0.9898020477,1,not_found,0.0110836467,0,not_found,0.9898020477,1
O=C(O)/C=C(\c1ccccc1)c1ccc(Cl)c(Cl)c1,O=C(O)C[C@H](c1ccccc1)c1ccc(Cl)c(Cl)c1,not_found,0.5135559691,1,not_found,0.9484571308,1,not_found,0.9068803843,1,not_found,0.931808854,1,not_found,0.8717933441,1,not_found,0.9703313117,1,not_found,0.9703314238,1,not_found,0.9703314238,1,not_found,0.9703314238,1,not_found,0.9703314238,1,not_found,0.9237468956,1,not_found,0.9703314238,1,not_found,0.9703315358,1
C=C(c1ccccc1)c1ccccc1C(=O)O,C[C@H](c1ccccc1)c1ccccc1C(=O)O,0.936427141,0.3006475716,0,0.9854766316,0.9362580363,1,0.9854766316,0.8109250736,1,0.06795057161,0.8881934652,1,0.9947665513,0.8881934652,1,0.9947665513,0.8881934652,1,0.9947665513,0.8881934652,1,0.9947665513,0.8881934652,1,0.9947665513,0.8881934652,1,0.9947665513,0.8881934652,1,0.9947665513,0.8881934652,1,0.9947665513,0.8881934652,1,0.9979577702,0.8130011004,1
C=C(CC(=O)O)C(=O)OC,COC(=O)[C@H](C)CC(=O)O,0.9838133495,0.6919569509,1,0.9946018909,0.703374929,1,0.999003963,0.703374929,1,0.999702889,0.7583476746,1,0.9946018909,0.703374929,1,0.9946018909,0.7033757046,1,0.9946018909,0.703374929,1,0.9946018909,0.7422967325,1,0.9946018909,0.703374929,1,0.9946018909,0.703374929,1,0.9946018909,0.703374929,1,0.9862892653,0.838259702,1,0.9946018909,0.703374929,1
C=C(NC(C)=O)c1ccc(C)cc1,CC(=O)N[C@H](C)c1ccc(C)cc1,0.9887762193,0.3592483009,0,0.9958476251,0.9937937672,1,0.997555938,0.3592483009,0,0.9790749618,0.3592483009,0,0.9756531762,0.957193576,1,0.9756531762,0.957193576,1,0.9756531762,0.9961802422,1,0.9756531762,0.957193576,1,0.9949919254,0.957193576,1,0.9949919254,0.9544814765,1,0.9975893235,0.9686738388,1,0.9872323696,0.9684667422,1,0.9763571955,0.9961802422,1
C=C(NC(C)=O)C(C)(C)C,CC(=O)N[C@@H](C)C(C)(C)C,0.6851945029,0.6842503044,1,0.5671866426,0.6842503044,1,0.723298739,0.6842503044,1,0.723298739,0.6842503044,1,0.5671866426,0.6842503044,1,0.7459954993,0.6842515484,1,0.5671866426,0.6982013963,1,0.5671866426,0.6842503044,1,0.5671866426,0.6842503044,1,0.5671866426,0.6842503044,1,0.5671866426,0.6842503044,1,0.7459954993,0.6982013963,1,0.7544014857,0.7426827319,1
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.908100575,0.8082149431,1,0.910796487,0.9473156366,1,0.9143840185,0.9067288152,1,0.9203104636,0.6833325963,1,0.9150180134,0.5829734672,1,0.9143840185,0.5532532699,1,0.9143840185,0.5532523136,1,0.9143840185,0.5532523136,1,0.9143840185,0.08055339136,0,0.9159882359,0.8797934593,1,0.9180098981,0.1903294563,0,0.9209438085,0.0821729568,0,0.9052318133,0.8093126194,1
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,not_found,0.1621794079,0,not_found,0.9750201018,1,not_found,0.1621794079,0,not_found,0.1621794079,0,not_found,0.911822213,1,not_found,0.911822607,1,not_found,0.911822213,1,not_found,0.911822213,1,not_found,0.911822213,1,not_found,0.911822213,1,not_found,0.911822213,1,not_found,0.8149841165,1,not_found,0.2989646305,0
CCOC(=O)/C(C)=C/c1ccccc1,CCOC(=O)[C@H](C)Cc1ccccc1,0.9313295481,0.1724302363,0,0.7165844589,0.4885158907,0,0.9136278214,0.6349279322,1,0.8439721527,0.1749702383,0,0.9419089068,0.9547279162,1,0.8524743802,0.5513433457,1,0.7259951275,0.9547279162,1,0.8987792945,0.9668893221,1,0.8987792945,0.9668893221,1,0.8987792945,0.6724035681,1,0.9419089068,0.9547279162,1,0.915944735,0.9668893221,1,0.9104092908,0.8710824694,1
C=C(OC(C)=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(=O)O[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,not_found,0.8178321744,1,not_found,0.990584399,1,not_found,0.976061672,1,not_found,0.9841863829,1,not_found,0.990584399,1,not_found,0.9872873628,1,not_found,0.990584399,1,not_found,0.6754575413,1,not_found,0.990584399,1,not_found,0.990584399,1,not_found,0.990584399,1,not_found,0.990584399,1,not_found,0.968953776,1
C/C(=C\c1ccccc1)C(=O)O,C[C@H](Cc1ccccc1)C(=O)O,0.2106257439,0.1326209981,0,6.47E-06,0.03748738613,0,0.7829999016,0.2676787018,0,0.9614008266,0.9552498782,1,0.9614008266,0.9552498782,1,0.9614008266,0.9552496611,1,0.9614008266,0.9552498782,1,0.9614008266,0.9552498782,1,0.9614008266,0.9552498782,1,0.9614008266,0.9552498782,1,0.9614008266,0.9552498782,1,0.9614008266,0.9552498782,1,0.8719108076,0.8528698642,1
C=C1c2ccccc2CCN1C,C[C@@H]1c2ccccc2CCN1C,0.7306974034,0.6366768483,1,0.2227615625,0.7877995324,1,0.4818893037,0.7333363592,1,0.9961144306,0.5767891266,1,0.9811034633,0.8278982481,1,0.9811034633,0.8278982481,1,0.9811034633,0.5341066003,1,0.7010379923,0.5341066003,1,0.7010379923,0.8278982481,1,0.7010379923,0.8278982481,1,0.7306086738,0.5341066003,1,0.9811034633,0.8278982481,1,0.7088965102,0.7410202761,1
C=C(C(=O)O)c1ccc(F)cc1,C[C@H](C(=O)O)c1ccc(F)cc1,not_found,0.3952689262,0,not_found,0.03085221848,0,not_found,0.9893345238,1,not_found,0.004949921977,0,not_found,0.9875310274,1,not_found,0.9875309115,1,not_found,0.9875310274,1,not_found,0.9875310274,1,not_found,0.9875310274,1,not_found,0.9875310274,1,not_found,0.9875310274,1,not_found,0.9893345238,1,not_found,0.9893346408,1
COCCCOc1cc(/C=C(/C(=O)OC(C)(C)C)C(C)C)ccc1OC,COCCCOc1cc(C[C@@H](C(=O)OC(C)(C)C)C(C)C)ccc1OC,not_found,0.6971821733,1,not_found,0.8964880534,1,not_found,0.9138584137,1,not_found,0.8555995004,1,not_found,0.9603589492,1,not_found,0.9266729,1,not_found,0.9266735145,1,not_found,0.8669426003,1,not_found,0.8669426003,1,not_found,0.9266735145,1,not_found,0.8842369972,1,not_found,0.8010980415,1,not_found,0.8305727888,0
Cc1cccc(C2=Cc3ccccc3S2(=O)=O)c1,Cc1cccc([C@H]2Cc3ccccc3S2(=O)=O)c1,not_found,0.02382579082,0,not_found,0.02382579082,0,not_found,0.3173004052,0,not_found,0.03716174296,0,not_found,0.8067595768,1,not_found,0.994085436,1,not_found,0.8067595768,1,not_found,0.8067595768,1,not_found,0.8067595768,1,not_found,0.8067595768,1,not_found,0.8067595768,1,not_found,0.994255223,1,not_found,0.994255223,1
C=C(CCCCCC)B1OC(C)(C)C(C)(C)O1,CCCCCC[C@@H](C)B1OC(C)(C)C(C)(C)O1,0.7257047793,0.48622186,0,0.6866363719,0.5018656992,1,0.6297137518,0.4525524967,0,0.8218233328,0.6685463094,1,0.8218233328,0.9615068294,1,0.8218233328,0.9615068294,1,0.8218233328,0.9615068294,1,0.8218233328,0.9615068294,1,0.8218233328,0.9615068294,1,0.8218233328,0.9615068294,1,0.8218233328,0.9615068294,1,0.8218233328,0.9615068294,1,0.7365874603,0.6464472287,1
